INTERSECTION,CAMERA ID,ADDRESS,VIOLATION DATE,VIOLATIONS,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
CICERO AND ADDISON,1611.0,3600 N CICERO AVENUE,06/17/2018,17,1143698.904601495,1923517.005821035,41.946163524,-87.747215169,"(41.94616352362556, -87.74721516897007)"
MICHIGAN AND ONTARIO,3084.0,100 E ONTARIO ST,06/17/2018,3,1177006.928692496,1904549.656773295,41.893426147,-87.625362025,"(41.89342614670784, -87.62536202456768)"
CORTLAND AND ASHLAND,1721.0,1900 N ASHLAND AVE,06/17/2018,28,1165348.084854857,1912736.4543355692,41.916147281,-87.66794735399999,"(41.91614728095272, -87.66794735350443)"
DAMEN AND DIVERSEY,1464.0,2000 W DIVERSEY PARKWAY,06/17/2018,3,1162519.714934025,1918635.417634925,41.932394164,-87.678173031,"(41.93239416403691, -87.67817303087757)"
MONTROSE AND WESTERN,1224.0,2400 W MONTROSE AVENUE,06/17/2018,2,1159562.971802959,1929191.3377012531,41.961421726,-87.68874698,"(41.961421726406314, -87.68874697983858)"
WESTERN AND MARQUETTE,2672.0,6700 S WESTERN AVENUE,06/17/2018,13,1161488.747635042,1860134.788366884,41.771884028,-87.68358840200001,"(41.77188402771193, -87.68358840206334)"
PETERSON AND WESTERN,1014.0,2400 W PETERSON,06/17/2018,11,1159214.211316277,1939825.301874586,41.99060901,-87.689735481,"(41.990609009807294, -87.68973548092968)"
31ST ST AND MARTIN LUTHER KING DRIVE,2121.0,3100 S DR MARTIN L KING,06/17/2018,12,,,,,
DAMEN AND DIVERSEY,1462.0,2800 N DAMEN AVENUE,06/17/2018,4,1162490.04851994,1918611.623717091,41.932329494,-87.678282719,"(41.9323294940985, -87.67828271931386)"
ELSTON AND ADDISON,1402.0,3600 N ELSTON AVE,06/17/2018,2,1154106.95251778,1923731.0362110808,41.946549165,-87.708952626,"(41.94654916480637, -87.70895262603513)"
HARLEM AND BELMONT,1391.0,3200 N HARLEM AVE,06/17/2018,2,1127481.020995451,1920467.613239239,41.938084468,-87.80689674899999,"(41.93808446822169, -87.80689674887883)"
CICERO AND HARRISON,2023.0,4800 W HARRISON STREET,06/17/2018,6,1144451.867388303,1896949.5619594632,41.873245464,-87.74511717899999,"(41.873245464379586, -87.7451171788807)"
PULASKI AND 79TH,2492.0,7900 S PULASKI ROAD,06/17/2018,3,1151054.87395657,1851842.663854121,41.749339,-87.72205209100001,"(41.74933900008238, -87.72205209091501)"
CICERO AND WASHINGTON,1892.0,100 N CICERO AVENUE,06/17/2018,5,1144328.984091479,1900095.1708384592,41.88187971,-87.74548924700001,"(41.88187970991601, -87.7454892473012)"
STONY ISLAND/CORNELL AND 67TH,2731.0,6700 S CORNELL DRIVE,06/17/2018,12,1188316.454860734,1860851.137456735,41.77325149,-87.58522459999999,"(41.77325148959568, -87.58522459967712)"
ASHLAND AND DIVISION,1791.0,1200 N ASHLAND AVENUE,06/17/2018,9,1165466.997046718,1908083.767015974,41.903377468,-87.667643142,"(41.903377467566784, -87.66764314227497)"
CICERO AND FULLERTON,1472.0,2400 N CICERO AVE,06/17/2018,4,1143961.592189569,1915545.343094087,41.92428359,-87.74645019,"(41.92428358982701, -87.74645019028947)"
ASHLAND AND IRVING PARK,1153.0,1600 W IRVING PARK ROA,06/17/2018,3,,,,,
ASHLAND AND DIVISION,1793.0,1600 W DIVISION STREET,06/17/2018,4,1165489.684200442,1908112.312963909,41.903455316,-87.66755899399999,"(41.903455316483814, -87.66755899396976)"
LARAMIE AND FULLERTON,1421.0,2400 N LARAMIE AVENUE,06/17/2018,5,1141282.877477884,1915479.163971956,41.924151874,-87.756294662,"(41.92415187425276, -87.75629466175003)"
CICERO AND PETERSON,1204.0,4800 W PETERSON AVENUE,06/17/2018,4,1143273.766829016,1939491.9446451268,41.990008007,-87.748376951,"(41.99000800729908, -87.74837695118997)"
CENTRAL AND FULLERTON,1442.0,2400 N CENTRAL AVENUE,06/17/2018,2,1138603.468418662,1915431.0582124142,41.924068922,-87.766141214,"(41.92406892227644, -87.76614121413186)"
SACRAMENTO AND CHICAGO,1812.0,800 N SACRAMENTO AVEN,06/17/2018,10,1156039.008141929,1905193.084100581,41.895640714,-87.70235232799999,"(41.89564071387542, -87.70235232767416)"
CLARK AND FULLERTON,1632.0,2400 N CLARK ST,06/17/2018,1,1172749.562209477,1916238.997132859,41.925597623,-87.64065097299999,"(41.925597623023144, -87.64065097309872)"
99TH AND HALSTED,2431.0,9900 S HALSTED ST,06/17/2018,20,1172689.754200318,1839171.652197216,41.714118868,-87.643145408,"(41.714118868089905, -87.64314540818165)"
CICERO AND NORTH,2033.0,4800 W NORTH AVENUE,06/17/2018,12,1144053.7337471629,1910243.80567041,41.90973389,-87.74624497299999,"(41.909733890131285, -87.74624497295898)"
CICERO AND DIVERSEY,1694.0,4800 W DIVERSEY AVENUE,06/17/2018,1,1143869.848167704,1918226.043989398,41.93164142,-87.746719911,"(41.93164142040689, -87.7467199106462)"
111TH AND HALSTED,2422.0,11100 S HALSTED ST,06/17/2018,16,1172923.657689312,1831209.0441792482,41.692263123000004,-87.64252268799999,"(41.692263123425136, -87.6425226876268)"
BROADWAY/SHERIDAN AND DEVON,1122.0,6400 N SHERIDAN ROAD,06/17/2018,11,1167087.1511941291,1942658.7049886892,41.998217921,-87.660695256,"(41.99821792053241, -87.6606952555721)"
JEFFERY AND 95TH,2523.0,2000 E 95TH ST,06/17/2018,4,1191188.381103057,1842410.411853539,41.722579473,-87.57529252299999,"(41.722579473126416, -87.57529252250366)"
CALIFORNIA AND DEVON,1321.0,6400 N CALIFORNIA AVE,06/17/2018,1,1156461.1502454008,1942370.37710537,41.997649133,-87.699792629,"(41.997649133049336, -87.69979262891378)"
IRVING PARK AND LARAMIE,1533.0,5200 W IRVING PARK ROA,06/17/2018,13,,,,,
HOLLYWOOD AND SHERIDAN,1343.0,1000 W HOLLYWOOD AVE,06/17/2018,8,1168580.2289264658,1938090.295189338,41.985649799,-87.65533580700001,"(41.98564979859328, -87.65533580655139)"
ROOSEVELT AND PULASKI,2314.0,4000 W ROOSEVELT ROAD,06/17/2018,4,1149885.032049683,1894449.4640768818,41.866281003000005,-87.72523422,"(41.866281002664536, -87.72523421983905)"
HOMAN/KIMBALL AND NORTH,1773.0,3400 W NORTH AVE,06/17/2018,13,1153386.578905125,1910465.87061722,41.910162846999995,-87.711953868,"(41.91016284680269, -87.71195386769125)"
ASHLAND AND 87TH,2452.0,8700 S ASHLAND AVE,06/17/2018,3,1167150.470087748,1846991.212339794,41.735696989000004,-87.663209544,"(41.73569698863625, -87.66320954445679)"
IRVING PARK AND KILPATRICK,2764.0,4700 W IRVING PARK ROA,06/17/2018,2,,,,,
VAN BUREN AND WESTERN,2052.0,400 S WESTERN AVENUE,06/17/2018,66,1160431.682297829,1898091.9423715891,41.876064776,-87.686415631,"(41.87606477642526, -87.68641563098768)"
99TH AND HALSTED,2433.0,800 W 99TH ST,06/17/2018,30,1172710.6425656842,1839246.3306021432,41.714323336999996,-87.643066714,"(41.71432333701137, -87.64306671421937)"
FOSTER AND NAGLE,1031.0,5200 N NAGLE,06/17/2018,12,1132529.656558223,1934201.702060651,41.97568567,-87.788020406,"(41.97568566971868, -87.78802040620296)"
KEDZIE AND ARMITAGE,1834.0,3200 W ARMITAGE AVENUE,06/17/2018,2,1154700.851347995,1913153.252187904,41.917511023,-87.707053639,"(41.91751102291878, -87.7070536388797)"
79TH AND HALSTED,2543.0,800 W 79TH STREET,06/18/2018,1,1172320.105719411,1852517.9814433998,41.750751156999996,-87.64410779299999,"(41.75075115747316, -87.64410779300933)"
55TH AND KEDZIE,2163.0,3200 W 55TH STREET,06/18/2018,4,1155966.956993183,1868015.593764152,41.793622803000005,-87.703618141,"(41.79362280329978, -87.70361814062049)"
CENTRAL AND BELMONT,1604.0,5600 W BELMONT AVENUE,06/18/2018,5,1138453.617438343,1920755.972768412,41.938683775,-87.766562494,"(41.93868377475747, -87.76656249384537)"
CICERO AND ARMITAGE,2003.0,4800 W ARMITAGE AVENUE,06/18/2018,3,1144054.25126508,1912907.00926109,41.917041992,-87.746176095,"(41.91704199201953, -87.74617609464687)"
KEDZIE AND 26TH,2382.0,2600 S KEDZIE AVENUE,06/18/2018,3,1155404.235510285,1886524.460033054,41.844424831,-87.70518545200001,"(41.84442483084393, -87.70518545233183)"
KIMBALL AND DIVERSEY,1583.0,3400 W DIVERSEY AVENUE,06/18/2018,1,1153211.149172713,1918454.477800566,41.932087747,-87.71238583,"(41.932087747378944, -87.71238582951281)"
IRVING PARK AND KILPATRICK,2764.0,4700 W IRVING PARK ROA,06/18/2018,8,,,,,
WESTERN AND FOSTER,1074.0,2400 W FOSTER AVE,06/18/2018,14,1159379.402846887,1934502.7124861318,41.97600019,-87.689275084,"(41.97600018976586, -87.68927508385399)"
DAMEN AND DIVERSEY,1462.0,2800 N DAMEN AVENUE,06/18/2018,5,1162490.04851994,1918611.623717091,41.932329494,-87.678282719,"(41.9323294940985, -87.67828271931386)"
HALSTED AND 95TH,2582.0,9500 S HALSTED STREET,06/18/2018,2,1172610.538363645,1841811.61926207,41.721365061,-87.643358042,"(41.72136506078306, -87.64335804234075)"
HALSTED AND FULLERTON,1704.0,800 W FULLERTON AVENUE,06/18/2018,8,1170525.624723311,1916208.4439927782,41.925562791,-87.648823641,"(41.92556279107417, -87.64882364145232)"
CALIFORNIA AND DIVERSEY,1511.0,2800 N CALIFORNIA AVE,06/18/2018,12,1157189.355049829,1918495.6447540692,41.932120719000004,-87.6977653,"(41.93212071910647, -87.69776530036465)"
HAMLIN AND LAKE,1881.0,300 N HAMLIN AVENUE,06/18/2018,5,1150970.026856642,1901381.688308858,41.885282636,-87.721069539,"(41.88528263580913, -87.72106953854511)"
MONTROSE AND WESTERN,1224.0,2400 W MONTROSE AVENUE,06/18/2018,1,1159562.971802959,1929191.3377012531,41.961421726,-87.68874698,"(41.961421726406314, -87.68874697983858)"
CICERO AND FULLERTON,1472.0,2400 N CICERO AVE,06/18/2018,5,1143961.592189569,1915545.343094087,41.92428359,-87.74645019,"(41.92428358982701, -87.74645019028947)"
WESTERN AND 63RD,2373.0,2400 W 63RD ST,06/18/2018,3,1161444.4157585842,1862848.5347036582,41.779331844,-87.683675761,"(41.77933184429814, -87.68367576084798)"
WESTERN AND DEVON,1211.0,6400 N WESTERN AVENUE,06/18/2018,2,1159113.5857594342,1942451.622367891,41.997817807,-87.690033035,"(41.997817807026, -87.69003303469276)"
ASHLAND AND MADISON,1914.0,1600 W MADISON,06/18/2018,4,1165723.014733182,1900136.5154895058,41.881564167,-87.66692946299999,"(41.8815641670199, -87.66692946294842)"
AUSTIN AND ADDISON,1491.0,3600 N AUSTIN AVENUE,06/18/2018,6,1135691.599896458,1923335.967306169,41.945813215,-87.776652162,"(41.9458132146695, -87.77665216156436)"
IRVING PARK AND LARAMIE,1534.0,5200 W IRVING PARK ROA,06/18/2018,2,,,,,
DAMEN AND DIVERSEY,1464.0,2000 W DIVERSEY PARKWAY,06/18/2018,3,1162519.714934025,1918635.417634925,41.932394164,-87.678173031,"(41.93239416403691, -87.67817303087757)"
ELSTON AND ADDISON,1403.0,3216 W ADDISON ST,06/18/2018,9,1154199.729816868,1923799.345386665,41.946734755,-87.708609774,"(41.946734754927796, -87.7086097735515)"
STONEY ISLAND AND 79TH,2462.0,7900 S STONEY ISLAND,06/18/2018,2,1188181.5710682971,1852908.934789311,41.751460603000005,-87.58597199299999,"(41.75146060316686, -87.5859719929647)"
63RD AND STATE,2712.0,6300 S STATE ST,06/18/2018,11,1177303.801895084,1863220.2167559231,41.780008277,-87.625522512,"(41.78000827740796, -87.6255225119157)"
SHERIDAN AND FOSTER,1132.0,5200 N SHERIDAN ROAD,06/18/2018,5,1168661.6237182291,1934753.842272756,41.976492721,-87.655133605,"(41.97649272077833, -87.65513360456677)"
IRVING PARK AND LARAMIE,1533.0,5200 W IRVING PARK ROA,06/18/2018,3,,,,,
LASALLE AND KINZIE,1923.0,140 W KINZIE,06/18/2018,2,1175048.09765242,1903028.8947602941,41.889297219,-87.63260164799999,"(41.88929721947309, -87.63260164817305)"
HOLLYWOOD AND SHERIDAN,1344.0,1000 W HOLLYWOOD AVE,06/18/2018,32,1168580.2289264658,1938090.295189338,41.985649799,-87.65533580700001,"(41.98564979859328, -87.65533580655139)"
35TH AND WESTERN,2092.0,3500 S WESTERN,06/18/2018,2,1160894.9498571008,1881376.851112895,41.830187255,-87.685177925,"(41.83018725526863, -87.68517792510231)"
WESTERN AND TOUHY,1251.0,7200 N WESTERN AVENUE,06/18/2018,1,1158975.66256211,1947754.2869633608,42.012371335,-87.69039391700001,"(42.012371334791766, -87.69039391737863)"
DIVISION AND DAMEN,1734.0,2000 W DIVISION,06/18/2018,10,1162815.7108601942,1908034.672555531,41.903298793000005,-87.67738324700001,"(41.903298792681944, -87.67738324739636)"
WESTERN AND CERMAK,1002.0,2200 S WESTERN AVENUE,06/18/2018,8,1160669.42562757,1889318.1968203932,41.85198384,-87.685785704,"(41.85198383957328, -87.68578570420526)"
RIDGE AND CLARK,1052.0,5930 N CLARK STREET,06/18/2018,3,1164554.784723473,1939388.5115164418,41.98929863,-87.67010412100001,"(41.98929863013193, -87.67010412112992)"
119TH AND HALSTED,2404.0,800 W 119TH STREET,06/18/2018,6,1173111.174088158,1825985.001014405,41.677923389,-87.641989646,"(41.677923389134385, -87.64198964584013)"
BROADWAY/SHERIDAN AND DEVON,1123.0,1200 W DEVON AVE,06/18/2018,2,1167109.644248166,1942688.147952186,41.998298228,-87.660611661,"(41.99829822771884, -87.66061166063517)"
CICERO AND HARRISON,2022.0,600 S CICERO AVENUE,06/18/2018,5,1144444.97442848,1896894.622216872,41.873094833,-87.745143869,"(41.873094832519136, -87.74514386884542)"
PULASKI AND 63RD,2343.0,4000 W 63RD ST,06/18/2018,3,1150768.346768175,1862564.615405259,41.77876739,-87.722823195,"(41.778767390084305, -87.72282319530368)"
DAMEN AND 63RD,2702.0,6300 S DAMEN AVENUE,06/18/2018,7,1164069.4079432979,1862830.277442834,41.779226920999996,-87.674052731,"(41.77922692069256, -87.67405273137854)"
IRVING PARK AND CALIFORNIA,1234.0,2800 W IRVING PARK ROA,06/18/2018,1,,,,,
ASHLAND AND FULLERTON,1652.0,2400 N ASHLAND AVENUE,06/18/2018,8,1165228.0733428379,1916032.319169157,41.92519389,-87.66829436299999,"(41.92519388981048, -87.66829436339881)"
SACRAMENTO AND LAKE,1822.0,150 N SACRAMENTO BOUL,06/18/2018,7,1156319.560664766,1900957.4893519618,41.884012178,-87.701436479,"(41.88401217771363, -87.7014364786693)"
IRVING PARK AND NARRAGANSETT,1023.0,6400 W IRVING PK,06/18/2018,3,1132945.939118726,1925946.304925137,41.953024751,-87.786683238,"(41.95302475075328, -87.78668323766634)"
CICERO AND PETERSON,1204.0,4800 W PETERSON AVENUE,06/18/2018,6,1143273.766829016,1939491.9446451268,41.990008007,-87.748376951,"(41.99000800729908, -87.74837695118997)"
CICERO AND NORTH,2034.0,4800 W NORTH AVENUE,06/18/2018,2,1144053.7337471629,1910243.80567041,41.90973389,-87.74624497299999,"(41.909733890131285, -87.74624497295898)"
CENTRAL AND ADDISON,1683.0,5600 W ADDISON STREET,06/18/2018,4,1138349.6633025021,1923416.02157061,41.945985104,-87.76687995200001,"(41.94598510430888, -87.76687995165918)"
4700 WESTERN,2142.0,4700 S WESTERN AVENUE,06/18/2018,1,1161120.438879703,1873431.066474726,41.808378408,-87.68457071700001,"(41.808378407946726, -87.68457071689552)"
PETERSON AND WESTERN,1011.0,6000 N WESTERN AVE,06/18/2018,8,1159190.625032041,1939816.75471116,41.990586042,-87.68982247299999,"(41.99058604241958, -87.68982247294417)"
CENTRAL AND LAKE,1743.0,5600 W LAKE STREET,06/18/2018,6,1138951.495695032,1902230.5104657332,41.887838735,-87.76518366299999,"(41.887838735330206, -87.76518366338465)"
CICERO AND 47TH,2202.0,4700 S CICERO AVE,06/18/2018,1,1145112.150373471,1873006.659918126,41.807530373,-87.743296821,"(41.80753037289406, -87.7432968212423)"
71ST AND ASHLAND,2391.0,7100 S ASHLAND,06/18/2018,3,1166868.379865725,1857616.168087255,41.764859382,-87.663940176,"(41.764859382425385, -87.66394017630476)"
PULASKI AND NORTH,1992.0,1600 N PULASKI AVENUE,06/18/2018,1,1149432.959240306,1910369.112502195,41.90997501,-87.72648052299999,"(41.909975010236906, -87.72648052306623)"
KEDZIE AND ARMITAGE,1832.0,2000 N KEDZIE AVENUE,06/18/2018,5,1154684.031809326,1913129.496340896,41.917446172,-87.707116072,"(41.91744617191702, -87.70711607187832)"
MILWAUKEE AND CENTRAL,3022.0,5232 N MILWAUKEE AVE,06/18/2018,18,1138074.161743901,1934115.431678809,41.975350275,-87.767632985,"(41.97535027477604, -87.76763298459159)"
ASHLAND AND 95TH,2473.0,1600 W 95TH STREET,06/18/2018,16,1167323.753394196,1841755.0292213818,41.721324412,-87.662724153,"(41.721324411975246, -87.66272415265087)"
MILWAUKEE AND MONTROSE,1362.0,4400 N MILWAUKEE AVEN,06/18/2018,4,1141643.943268783,1928770.256316239,41.96061723,-87.75463824,"(41.9606172296957, -87.75463824007085)"
RIDGE AND CLARK,1051.0,5930 N CLARK STREET,06/18/2018,2,1164554.784723473,1939388.5115164418,41.98929863,-87.67010412100001,"(41.98929863013193, -87.67010412112992)"
ROOSEVELT AND PULASKI,2314.0,4000 W ROOSEVELT ROAD,06/18/2018,11,1149885.032049683,1894449.4640768818,41.866281003000005,-87.72523422,"(41.866281002664536, -87.72523421983905)"
CICERO AND DIVERSEY,1694.0,4800 W DIVERSEY AVENUE,06/18/2018,2,1143869.848167704,1918226.043989398,41.93164142,-87.746719911,"(41.93164142040689, -87.7467199106462)"
KEDZIE AND 26TH,2381.0,2600 S KEDZIE AVENUE,06/18/2018,1,1155404.235510285,1886524.460033054,41.844424831,-87.70518545200001,"(41.84442483084393, -87.70518545233183)"
FOSTER AND BROADWAY,1111.0,5200 N BROADWAY ST,06/18/2018,5,1167334.508577915,1934714.0083465318,41.976412143000005,-87.660015082,"(41.97641214294823, -87.66001508205365)"
HAMLIN AND LAKE,1882.0,300 N HAMLIN AVENUE,06/18/2018,9,1150970.026856642,1901381.688308858,41.885282636,-87.721069539,"(41.88528263580913, -87.72106953854511)"
OGDEN AND KOSTNER,2222.0,2348 S KOSTNER AVENUE,06/18/2018,9,1147394.548182079,1887795.1777820818,41.848068845,-87.734547457,"(41.8480688449598, -87.73454745748458)"
ELSTON AND IRVING PARK,1503.0,3700 W IRVING PARK ROA,06/18/2018,4,,,,,
KEDZIE AND 31ST,2134.0,3200 W 31ST STREET,06/18/2018,5,1155487.128005646,1883943.0611067931,41.8373395,-87.704950558,"(41.83733950029648, -87.70495055800411)"
FOSTER AND NAGLE,1031.0,5200 N NAGLE,06/18/2018,15,1132529.656558223,1934201.702060651,41.97568567,-87.788020406,"(41.97568566971868, -87.78802040620296)"
STATE AND 79TH,2651.0,7900 S STATE STREET,06/18/2018,18,1177618.1669299658,1852621.8702328382,41.750918138,-87.624690123,"(41.7509181383154, -87.62469012251644)"
PULASKI AND BELMONT,1382.0,3200 N PULASKI RD,06/18/2018,7,1149125.621478734,1920994.556178086,41.939138154,-87.72733371,"(41.939138153500274, -87.7273337101426)"
WESTERN AND MARQUETTE,2672.0,6700 S WESTERN AVENUE,06/18/2018,11,1161488.747635042,1860134.788366884,41.771884028,-87.68358840200001,"(41.77188402771193, -87.68358840206334)"
WESTERN AND 79TH,2481.0,7900 S WESTERN AVE,06/18/2018,3,1161711.516404028,1852181.6856861182,41.750054934,-87.682992203,"(41.750054933649984, -87.68299220290213)"
CENTRAL AND IRVING PARK,1183.0,5600 W IRVING PARK ROAD,06/18/2018,6,1138281.535484986,1926078.647777633,41.953292847,-87.76706570799999,"(41.953292847298, -87.76706570775266)"
MILWAUKEE AND DEVON,1274.0,6400 W DEVON AVENUE,06/18/2018,5,1132590.619798275,1942138.532048656,41.997463980999996,-87.78761024299999,"(41.99746398102873, -87.78761024341388)"
LARAMIE AND MADISON,2044.0,5200 W MADISON STREET,06/18/2018,7,1141706.965522802,1899567.55684314,41.880480752,-87.75513043299999,"(41.88048075170171, -87.75513043296509)"
ADDISON AND HARLEM,1591.0,3600 N HARLEM AVENUE,06/18/2018,3,1127394.594070737,1923110.532422811,41.945338412,-87.807154769,"(41.94533841246591, -87.80715476912044)"
HALSTED AND NORTH,1764.0,800 W NORTH AVENUE,06/18/2018,3,1170700.68422007,1910913.190749698,41.91102851,-87.648335806,"(41.91102850981186, -87.64833580602037)"
COTTAGE GROVE AND 71ST,2571.0,7100 S COTTAGE GROVE,06/18/2018,2,1182746.23698699,1858088.011064538,41.765800350999996,-87.605729127,"(41.76580035131893, -87.6057291269901)"
BELMONT AND KEDZIE,1371.0,3200 N KEDZIE AVENUE,06/18/2018,1,1154426.977874407,1921110.4665495418,41.93935173,-87.707846594,"(41.93935173030961, -87.70784659359776)"
ASHLAND AND DIVISION,1793.0,1600 W DIVISION STREET,06/18/2018,1,1165489.684200442,1908112.312963909,41.903455316,-87.66755899399999,"(41.903455316483814, -87.66755899396976)"
HALSTED AND NORTH,1761.0,1600 N HALSTED STREET,06/18/2018,6,1170678.283433825,1910880.9913975468,41.910940644,-87.64841904299999,"(41.91094064391597, -87.64841904272998)"
75TH AND STATE,2624.0,1 E 75TH STREET,06/18/2018,18,1177601.72646404,1855229.486604181,41.758074111,-87.624671658,"(41.75807411097799, -87.62467165835182)"
PULASKI AND BELMONT,1383.0,4000 W BELMONT AVE,06/18/2018,2,1149131.866894851,1921018.50498026,41.93920375,-87.72731013399999,"(41.93920374986553, -87.72731013414392)"
WESTERN AND MARQUETTE,2674.0,2400 W MARQUETTE ROAD,06/18/2018,4,1161509.889315231,1860208.6274041259,41.772086214,-87.683508858,"(41.772086214104526, -87.68350885781568)"
NORTHWEST HIGHWAY AND FOSTER,3002.0,5200 N NORTHWEST HWY,06/18/2018,2,1137806.147689466,1934042.0344602168,41.975153719,-87.76862036,"(41.975153718866956, -87.76862036015007)"
ASHLAND AND DIVISION,1791.0,1200 N ASHLAND AVENUE,06/18/2018,6,1165466.997046718,1908083.767015974,41.903377468,-87.667643142,"(41.903377467566784, -87.66764314227497)"
PULASKI AND IRVING PARK,1572.0,4000 N PULASKI ROAD,06/18/2018,2,1148970.255325552,1926313.600468643,41.953737051,-87.72776661200001,"(41.95373705144353, -87.72776661179896)"
MICHIGAN AND JACKSON,3043.0,100 E JACKSON BLVD,06/18/2018,3,1177358.4278512679,1899073.064228489,41.878390124,-87.624237311,"(41.87839012377354, -87.62423731128155)"
